Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Saucedemo,Chrome 110.0.0.0,,,2023-06-07 14:45:23,2023-06-07 14:46:20,56.785s,PASSED
,,,,,,,
Test Cases/Day-2/Saucedemo/Saucedemo_Request_Demosite,Chrome 110.0.0.0,,,2023-06-07 14:45:23,2023-06-07 14:46:08,45.118s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-06-07 14:45:23,2023-06-07 14:45:25,1.718s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-06-07 14:45:25,2023-06-07 14:45:26,0.478s,PASSED
navigateToUrl(Saucedemo),Chrome 110.0.0.0,,,2023-06-07 14:45:26,2023-06-07 14:45:26,0.601s,PASSED
com.Saucedemo_Login.Login(),Chrome 110.0.0.0,,,2023-06-07 14:45:26,2023-06-07 14:45:28,2.044s,PASSED
"click(findTestObject(""Object Repository/Day-2/SauceDemo/Page_Swag Labs/button_Open Menu""))",Chrome 110.0.0.0,,,2023-06-07 14:45:28,2023-06-07 14:45:29,0.591s,PASSED
"click(findTestObject(""Object Repository/Day-2/SauceDemo/Page_Swag Labs/a_About""))",Chrome 110.0.0.0,,,2023-06-07 14:45:29,2023-06-07 14:45:42,12.483s,PASSED
"click(findTestObject(""Object Repository/Day-2/SauceDemo/Page_Sauce Labs Cross Browser Testing, Sele_e8ee84/button_Request a demo""))",Chrome 110.0.0.0,,,2023-06-07 14:45:42,2023-06-07 14:45:44,2.950s,PASSED
"setText(findTestObject(""Day-2/SauceDemo/Page_Request a Sauce Labs Demo/input__FirstName""), ""kunj"")",Chrome 110.0.0.0,,,2023-06-07 14:45:44,2023-06-07 14:45:53,8.748s,PASSED
"setText(findTestObject(""Object Repository/Day-2/SauceDemo/Page_Request a Sauce Labs Demo/input__LastName""), ""patel"")",Chrome 110.0.0.0,,,2023-06-07 14:45:53,2023-06-07 14:45:54,0.933s,PASSED
"setText(findTestObject(""Object Repository/Day-2/SauceDemo/Page_Request a Sauce Labs Demo/input__Email""), ""kunjpt2002@gmail.com"")",Chrome 110.0.0.0,,,2023-06-07 14:45:54,2023-06-07 14:45:55,1.063s,PASSED
"setText(findTestObject(""Object Repository/Day-2/SauceDemo/Page_Request a Sauce Labs Demo/input__Company""), ""simform"")",Chrome 110.0.0.0,,,2023-06-07 14:45:55,2023-06-07 14:45:56,1.047s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Day-2/SauceDemo/Page_Request a Sauce Labs Demo/select_Select.AfghanistanAlbaniaAlgeriaAndo_2e5989""), ""India"", true)",Chrome 110.0.0.0,,,2023-06-07 14:45:56,2023-06-07 14:45:59,3.029s,PASSED
